id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
11934,Аэропорт Чаньяраль,Чаньярал,Чили,CNR,SCRA,-26.332500457763672,-70.6072998046875,97,\N,\N,\N,airport,OurAirports,ru
11935,Аэропорт Пангилемо,Талька,Чили,TLX,SCTL,-35.37779998779297,-71.60169982910156,371,\N,\N,\N,airport,OurAirports,ru
11936,Аэропорт Виктория,Виктория,Чили,ZIC,SCTO,-38.245601654052734,-72.34860229492188,1148,\N,\N,\N,airport,OurAirports,ru
11937,Аэропорт Лас Бреас,Талтал,Чили,TTC,SCTT,-25.564300537109375,-70.37590026855469,2580,\N,\N,\N,airport,OurAirports,ru
11938,Авиабаза Гомес Нино Апиай,Апиай,Колумбия,API,SKAP,4.07607,-73.5627,1207,\N,\N,\N,airport,OurAirports,ru
11939,Аэропорт Ковеньяс,Ковеньяс,Колумбия,CVE,SKCV,9.40092,-75.6913,31,\N,\N,\N,airport,OurAirports,ru
11940,Немецкая авиабаза Олано,Ла Дорада,Колумбия,PAL,SKPQ,5.48361,-74.6574,566,\N,\N,\N,airport,OurAirports,ru
11941,Пас де Арипоро: аэропорт,Пас Де Арипоро,Колумбия,PZA,SKPZ,5.87615,-71.8866,900,\N,\N,\N,airport,OurAirports,ru
11942,Аэропорт Тунджа,Тунджа,Колумбия,\N,SKTJ,5.54138,-73.3445,8940,\N,\N,\N,airport,OurAirports,ru
11943,Авиабаза Трес-Эскинас,Трес Эскинас,Колумбия,TQS,SKTQ,0.7459,-75.234,585,\N,\N,\N,airport,OurAirports,ru
11944,Авиабаза Марандуа,Марандуа,Колумбия,\N,SKUA,5.52448,-68.6856,285,\N,\N,\N,airport,OurAirports,ru
11945,Аэропорт Хуан Симонс Вела,Риоха,Перу,RIJ,SPJA,-6.067860126495361,-77.16000366210938,2707,\N,\N,\N,airport,OurAirports,ru
11946,Шумба аэропорт,Хаэн,Перу,JAE,SPJE,-5.59248,-78.774002,2477,\N,\N,\N,airport,OurAirports,ru
11947,Аэропорт Метрополитано,,Венесуэла,\N,SVMP,10.133169174194336,-66.78782653808594,574,\N,\N,\N,airport,OurAirports,ru
11948,Международный аэропорт Иссык-Куль,Тамчи,Кыргызстан,IKU,UAFL,42.58792,76.713046,5425,\N,\N,\N,airport,OurAirports,ru
11949,Авиабаза Кант,Кант,Кыргызстан,\N,UAFW,42.85319900512695,74.84649658203125,2549,\N,\N,\N,airport,OurAirports,ru
11950,Аэропорт Аягуз,Аягуз,Казахстан,\N,UASA,47.91859817504883,80.45279693603516,2119,\N,\N,\N,airport,OurAirports,ru
11951,Челкар аэропорт,Челкар,Казахстан,\N,UATR,47.904998779296875,59.619998931884766,0,\N,\N,\N,airport,OurAirports,ru
11952,Аэропорт Кызыл-Сыр,Кызыл-Сыр,Россия,\N,UENK,63.8849983215332,122.7770004272461,331,\N,\N,\N,airport,OurAirports,ru
11953,Вилюйский аэропорт,Вилюйск,Россия,VYI,UENW,63.75666809082,121.69333648682,361,\N,\N,\N,airport,OurAirports,ru
11954,Аэропорт Белая Гора,,Россия,BGN,UESG,68.556602,146.231506,118,\N,\N,\N,airport,OurAirports,ru
11955,Джермук аэропорт,Джермук,Армения,\N,UGEJ,39.8240013123,45.673999786399996,0,\N,\N,\N,airport,OurAirports,ru
11956,Авиабаза ВМФ Каменный Ручей,Советская Гавань,Россия,\N,UHKG,49.23570251464844,140.19309997558594,659,\N,\N,\N,airport,OurAirports,ru
11957,Аэропорт Майгатка.,Советская Гавань,Россия,GVN,UHKM,48.926998138399995,140.033996582,768,\N,\N,\N,airport,OurAirports,ru
11958,Омсукчан аэропорт,Омсукчан,Россия,\N,UHMF,62.457000732421875,155.7449951171875,1732,\N,\N,\N,airport,OurAirports,ru
11959,Аэропорт Чайбуха,Чайбуха,Россия,\N,UHMG,61.834999084472656,160.54800415039062,207,\N,\N,\N,airport,OurAirports,ru
11960,Кепервеем аэропорт,Кепервеем,Россия,\N,UHMK,67.8450012207,166.13999939,623,\N,\N,\N,airport,OurAirports,ru
11961,Аэропорт Магадан-13,Магадан,Россия,\N,UHMT,59.62329864501953,150.9219970703125,164,\N,\N,\N,airport,OurAirports,ru
11962,Аэропорт Николаевск-на-Амуре,Аэропорт Николаевск-на-Амуре,Россия,NLI,UHNN,53.154999,140.649994,170,\N,\N,\N,airport,OurAirports,ru
11963,Аэропорт Палана,Палана,Россия,\N,UHPL,59.08169937133789,159.88800048828125,112,\N,\N,\N,airport,OurAirports,ru
11964,Железногорск аэропорт,Железногорск-Илимский,Россия,\N,UIBV,56.487701416015625,104.10600280761719,1946,\N,\N,\N,airport,OurAirports,ru
11965,Авиабаза Гвардейское,Сарабуз,Украина,\N,UKFG,45.1150016784668,33.97700119018555,721,\N,\N,\N,airport,OurAirports,ru
11966,Авиабаза Саки,Саки,Украина,\N,UKFI,45.09299850463867,33.595001220703125,36,\N,\N,\N,airport,OurAirports,ru
11967,Джанкой аэропорт,Джанкой,Украина,\N,UKFY,45.70090103149414,34.41889953613281,75,\N,\N,\N,airport,OurAirports,ru
11968,Авиабаза Озерное,Житомир,Украина,\N,UKKO,50.158298,28.7383,761,\N,\N,\N,airport,OurAirports,ru
11969,Североморск-1 Военно-морская авиабаза,Североморск,Россия,\N,ULAK,69.03166961669922,33.418331146240234,239,\N,\N,\N,airport,OurAirports,ru
11970,Аэропорт Пушкин,Санкт-Петербург,Россия,\N,ULLP,59.685001,30.338301,230,\N,\N,\N,airport,OurAirports,ru
11971,Сиверский авиабаза,Сиверский,Россия,\N,ULLS,59.3567008972168,30.036699295043945,341,\N,\N,\N,airport,OurAirports,ru
11972,Авиабаза Старая Русса,Старая Русса,Россия,\N,ULNR,57.961399,31.384399,52,\N,\N,\N,airport,OurAirports,ru
11973,Аэропорт Пески,Петрозаводск,Россия,\N,ULPP,61.83194351196289,34.295555114746094,0,\N,\N,\N,airport,OurAirports,ru
11974,Авиабаза Барановичи,Барановичи,Беларусь,\N,UMMA,53.099998474121094,26.049999237060547,0,\N,\N,\N,airport,OurAirports,ru
11975,Бобруйская авиабаза,Бобруйск,Беларусь,\N,UMNB,53.105,29.205,502,\N,\N,\N,airport,OurAirports,ru
11976,Северо-Енисейск аэропорт,Северо-Енисейск,Россия,\N,UNIS,60.37329864501953,93.01170349121094,1706,\N,\N,\N,airport,OurAirports,ru
11977,Аэропорт Шарыпово,Шарыпово,Россия,\N,UNKO,55.454914093,89.1738815308,1099,\N,\N,\N,airport,OurAirports,ru
11978,Омск Северный аэропорт,Омск,Россия,\N,UNOS,54.9749984741,73.5550003052,0,\N,\N,\N,airport,OurAirports,ru
11979,Нагурское,Мурманск,Россия,\N,UODN,80.803207,47.663586,59,\N,\N,\N,airport,OurAirports,ru
11980,Светлогорск аэропорт,Светлогорск,Россия,\N,UOIG,66.83999633789062,88.40333557128906,394,\N,\N,\N,airport,OurAirports,ru
11981,Валек аэропорт,Валек,Россия,\N,UOOW,69.39690399169922,88.35368347167969,108,\N,\N,\N,airport,OurAirports,ru
11982,Ханская авиабаза,Майкоп,Россия,\N,URKH,44.68,40.035,600,\N,\N,\N,airport,OurAirports,ru
11983,Аэропорт Дудинка,Дудинка,Россия,\N,UROD,69.375,86.15666961669922,82,\N,\N,\N,airport,OurAirports,ru
11984,Волгодонск аэропорт,,Россия,VLK,URRY,47.682098388671875,42.07279968261719,276,\N,\N,\N,airport,OurAirports,ru
11985,Ташкентский Восточный аэропорт,Ташкент,Узбекистан,\N,UTTP,41.31269836425781,69.39140319824219,1574,\N,\N,\N,airport,OurAirports,ru
11986,Аэропорт Мячково,Москва,Россия,\N,UUBM,55.5600013733,37.9850006104,410,\N,\N,\N,airport,OurAirports,ru
11987,Аэропорт Третьяково,Луховицы,Россия,\N,UUMT,54.904998779299994,39.02666854859999,515,\N,\N,\N,airport,OurAirports,ru
11988,Аэропорт Ермолино,Балабаново,Россия,\N,UUWE,55.2283325195,36.6083335876,640,\N,\N,\N,airport,OurAirports,ru
11989,Аэропорт Инта,Инта,Россия,INA,UUYI,66.0548324584961,60.110321044921875,184,\N,\N,\N,airport,OurAirports,ru
11990,Аэропорт Ижма,Ижма,Россия,\N,UUYV,65.03170013427734,53.970001220703125,230,\N,\N,\N,airport,OurAirports,ru
11991,Аэропорт Борисоглебское,Казань,Россия,\N,UWKG,55.86669921875,49.13330078125,213,\N,\N,\N,airport,OurAirports,ru
11992,Жиганск аэропорт,Жиганск,Россия,ZIX,UWKV,66.7965011597,123.361000061,292,\N,\N,\N,airport,OurAirports,ru
11993,Аэропорт Максимовка,Уфа,Россия,\N,UWUM,54.83000183105469,56.16830062866211,325,\N,\N,\N,airport,OurAirports,ru
11994,Аэропорт Бугуруслан Северный,Бугуруслан,Россия,\N,UWWB,53.71839904789999,52.3718986511,728,\N,\N,\N,airport,OurAirports,ru
11995,Аэродром Безымянка,Самара,Россия,\N,UWWG,53.220001220703125,50.32500076293945,135,\N,\N,\N,airport,OurAirports,ru
11996,Аэропорт Ратнагири,,Индия,RTC,VARG,17.013599,73.327797,305,\N,\N,\N,airport,OurAirports,ru
11997,База ВВС Хингуракгода,Полоннарува город,Шри-Ланка,HIM,VCCH,8.04981,80.9814,170,\N,\N,\N,airport,OurAirports,ru
11998,Кази Назрул Ислам аэропорт,Дургапур,Индия,RDP,VEDG,23.6225,87.243,300,\N,\N,\N,airport,OurAirports,ru
11999,База ВВС Амбала,,Индия,\N,VIAM,30.368099212646484,76.81670379638672,909,\N,\N,\N,airport,OurAirports,ru
12000,База ВВС Сирса,,Индия,\N,VISA,29.56060028076172,75.006103515625,650,\N,\N,\N,airport,OurAirports,ru
12001,База ВВС Удхампур,,Индия,\N,VIUX,32.902198791503906,75.15619659423828,2066,\N,\N,\N,airport,OurAirports,ru
12002,Аэропорт Шри Сатья Саи,Путтапарти,Индия,PUT,VOPN,14.1492996216,77.7910995483,1558,\N,\N,\N,airport,OurAirports,ru
12003,Авиабаза Мейктила,Мейктила,Бирма,\N,VYML,20.88640022277832,95.89279174804688,699,\N,\N,\N,airport,OurAirports,ru
12004,Авиабаза Чанги (восток),Сингапур,Сингапур,\N,WSAC,1.3441400528,104.009002686,22,\N,\N,\N,airport,OurAirports,ru
12005,Авиабаза Сольцы-2,Сольцы,Россия,\N,XLLL,58.139545,30.33042,266,\N,\N,\N,airport,OurAirports,ru
12006,Североморск-3 Авиабаза ВМФ,Североморск,Россия,\N,XLMV,68.866669,33.716667,564,\N,\N,\N,airport,OurAirports,ru
12007,Авиабаза ВМФ Федотово,Кипелово,Россия,\N,XLWF,59.193031,39.129411,574,\N,\N,\N,airport,OurAirports,ru
12008,Авиабаза Лебяжье,Камышин,Россия,\N,XRWL,50.201698303200004,45.2083015442,381,\N,\N,\N,airport,OurAirports,ru
12009,Аэропорт Смоленск Северный,Смоленск,Россия,LNX,XUBS,54.824,32.025,820,\N,\N,\N,airport,OurAirports,ru
12010,Авиабаза Ртищево,Ртищево,Россия,\N,XWPR,52.297317,43.7241,673,\N,\N,\N,airport,OurAirports,ru
12011,Альфа аэропорт,Альфа,Австралия,ABH,YAPH,-23.646099,146.584,1255,\N,\N,\N,airport,OurAirports,ru
12012,Аэропорт Арарат,,Австралия,ARY,YARA,-37.30939865112305,142.98899841308594,1008,\N,\N,\N,airport,OurAirports,ru
12013,Беналла аэропорт,,Австралия,BLN,YBLA,-36.55189895629883,146.0070037841797,569,\N,\N,\N,airport,OurAirports,ru
12014,Балранальд аэропорт,,Австралия,BZD,YBRN,-34.623600006103516,143.5780029296875,210,\N,\N,\N,airport,OurAirports,ru
12015,Бреваррина аэропорт,,Австралия,BWQ,YBRW,-29.973899841308594,146.81700134277344,414,\N,\N,\N,airport,OurAirports,ru
12016,Клив аэропорт,,Австралия,CVC,YCEE,-33.70970153808594,136.5050048828125,589,\N,\N,\N,airport,OurAirports,ru
12017,Аэропорт Корова,,Австралия,CWW,YCOR,-35.99470138549805,146.35699462890625,469,\N,\N,\N,airport,OurAirports,ru
12018,Коррионг аэропорт,,Австралия,CYG,YCRG,-36.18280029296875,147.88800048828125,963,\N,\N,\N,airport,OurAirports,ru
12019,Кутамандра аэропорт,,Австралия,CMD,YCTM,-34.6239013671875,148.0279998779297,1110,\N,\N,\N,airport,OurAirports,ru
12020,Дирранбанди аэропорт,,Австралия,DRN,YDBI,-28.591699600219727,148.2169952392578,567,\N,\N,\N,airport,OurAirports,ru
12021,Дениликин аэропорт,Дениликин,Австралия,DNQ,YDLQ,-35.5593986511,144.945999146,316,\N,\N,\N,airport,OurAirports,ru
12022,Дайсарт аэропорт,,Австралия,DYA,YDYS,-22.62220001220703,148.36399841308594,670,\N,\N,\N,airport,OurAirports,ru
12023,Аэропорт Эчука,,Австралия,ECH,YECH,-36.15719985961914,144.76199340820312,323,\N,\N,\N,airport,OurAirports,ru
12024,Аэропорт Форбс,Форбс,Австралия,FRB,YFBS,-33.363602,147.934998,760,\N,\N,\N,airport,OurAirports,ru
12025,Аэропорт Ганнеда,,Австралия,GUH,YGDH,-30.96109962463379,150.25100708007812,863,\N,\N,\N,airport,OurAirports,ru
12026,Аэропорт Хей,,Австралия,HXX,YHAY,-34.53139877319336,144.8300018310547,305,\N,\N,\N,airport,OurAirports,ru
12027,Хоптаун аэропорт,,Австралия,HTU,YHPN,-35.715301513671875,142.36000061035156,256,\N,\N,\N,airport,OurAirports,ru
12028,Керанг аэропорт,,Австралия,KRA,YKER,-35.751399993896484,143.93899536132812,254,\N,\N,\N,airport,OurAirports,ru
12029,Кемпси аэропорт,,Австралия,KPS,YKMP,-31.074399948120117,152.77000427246094,54,\N,\N,\N,airport,OurAirports,ru
12030,Кингарой аэропорт,,Австралия,KGY,YKRY,-26.580799102783203,151.84100341796875,1492,\N,\N,\N,airport,OurAirports,ru
12031,Аэропорт Латроб Вэлли,Морвелл,Австралия,TGN,YLTV,-38.207199,146.470001,180,\N,\N,\N,airport,OurAirports,ru
12032,Мариба аэропорт,,Австралия,MRG,YMBA,-17.06920051574707,145.41900634765625,1560,\N,\N,\N,airport,OurAirports,ru
12033,Аэропорт Нгукурр,,Австралия,RPM,YNGU,-14.722800254821777,134.7469940185547,45,\N,\N,\N,airport,OurAirports,ru
12034,Нарромайн аэропорт,,Австралия,QRM,YNRM,-32.214698791503906,148.22500610351562,782,\N,\N,\N,airport,OurAirports,ru
12035,Аэропорт Порт-Пири,,Австралия,PPI,YPIR,-33.23889923095703,137.9949951171875,40,\N,\N,\N,airport,OurAirports,ru
12036,Смиттон аэропорт,,Австралия,SIO,YSMI,-40.834999084472656,145.08399963378906,31,\N,\N,\N,airport,OurAirports,ru
12037,Снейк Бэй аэропорт,,Австралия,SNB,YSNB,-11.422800064086914,130.6540069580078,173,\N,\N,\N,airport,OurAirports,ru
12038,Аэропорт Ставелл,,Австралия,SWC,YSWL,-37.07170104980469,142.74099731445312,807,\N,\N,\N,airport,OurAirports,ru
12039,Тибубурра аэропорт,,Австралия,TYB,YTIB,-29.451099395751953,142.05799865722656,584,\N,\N,\N,airport,OurAirports,ru
12040,Аэропорт Тумут,,Австралия,TUM,YTMU,-35.26279830932617,148.24099731445312,878,\N,\N,\N,airport,OurAirports,ru
12041,Аэропорт Вангаратта,,Австралия,WGT,YWGT,-36.41579818725586,146.3070068359375,504,\N,\N,\N,airport,OurAirports,ru
12042,Аэропорт Варракнабил,,Австралия,WKB,YWKB,-36.32109832763672,142.41900634765625,397,\N,\N,\N,airport,OurAirports,ru
12043,Уоррен аэропорт,,Австралия,QRR,YWRN,-31.733299255371094,147.80299377441406,669,\N,\N,\N,airport,OurAirports,ru
12044,Аэропорт Вест-Сейл,Распродажа,Австралия,SXE,YWSL,-38.090827,146.965335,72,\N,\N,\N,airport,OurAirports,ru
12045,Аэропорт Вест Вайлонг,Западный Вайлонг,Австралия,WWY,YWWL,-33.9371986389,147.190994263,859,\N,\N,\N,airport,OurAirports,ru
12046,Молодой аэропорт,,Австралия,NGA,YYNG,-34.25559997558594,148.2480010986328,1267,\N,\N,\N,airport,OurAirports,ru
12047,Авиабаза Гуанчжоу MR,Гуанхуа,Китай,LHK,ZHGH,32.389400482177734,111.69499969482422,0,\N,\N,\N,airport,OurAirports,ru
12048,Шиян Уданшань аэропорт,Шиян,Китай,WDS,ZHSY,32.591667,110.907778,0,\N,\N,\N,airport,OurAirports,ru
12049,Авиабаза Сунчон,Сунчон,Северная Корея,\N,ZKSC,39.415699,125.894997,141,\N,\N,\N,airport,OurAirports,ru
12050,Аэропорт Хуатугоу,Менгнаи,Китай,HTT,ZLHX,38.201984,90.841495,2945,\N,\N,\N,airport,OurAirports,ru
12051,Аэропорт Баруун Урт,,Монголия,UUN,ZMBU,46.660301208496094,113.28500366210938,3205,\N,\N,\N,airport,OurAirports,ru
12052,Аэропорт Бенгбу,Бенгбу,Китай,BFU,ZSBB,32.8477333333,117.320244444,100,\N,\N,\N,airport,OurAirports,ru
12053,Авиабаза Ругао,Ругао,Китай,RUG,ZSRG,32.25788497924805,120.50165557861328,0,\N,\N,\N,airport,OurAirports,ru
12054,Авиабаза Уху,Уху,Китай,WHU,ZSWU,31.3906,118.408997,0,\N,\N,\N,airport,OurAirports,ru
12055,Шаньшань аэропорт,Шаньшань,Китай,SXJ,ZWSS,42.91170120239258,90.24749755859375,0,\N,\N,\N,airport,OurAirports,ru
12056,Аэропорт Инкоу Ланьци,Инкоу,Китай,YKH,ZYYK,40.542524,122.3586,0,\N,\N,\N,airport,OurAirports,ru
12057,Аэропорт Шэньян Донгта,Шэньян,Китай,\N,ZYYY,41.784400939941406,123.49600219726562,0,\N,\N,\N,airport,OurAirports,ru
12058,Аэропорт Богородское,Богородское,Россия,BQG,UHNB,52.38,140.448,0,11,U,\N,airport,OurAirports,ru
12059,Аэропорт Итапиранга,Итапиранга,Бразилия,\N,SSYT,-27.142499923706055,-53.68579864501953,1247,-3,S,\N,airport,OurAirports,ru
12069,Аэропорт Агуас Кальентес,Агуас Кальентес,Перу,\N,SPAT,-8.833330154418945,-74.68329620361328,9840,-6,U,\N,airport,OurAirports,ru
12087,Международный аэропорт Раджива Ганди,Хайдарабад,Индия,HYD,VOHS,17.2313175201,78.4298553467,2024,5.5,N,\N,airport,OurAirports,ru
12090,Международная база гидросамолетов в Ванкувере,Ванкувер,Канада,\N,CAM9,49.177047,-123.168154,0,-8,A,\N,airport,OurAirports,ru
12096,Брессокур аэропорт,Брессокур-Поррантруи,Швейцария,\N,LSZQ,47.392677,7.028648,1866,1,E,\N,airport,OurAirports,ru
12104,Аэропорт Параку,Параку,Бенин,PKO,DBBP,9.35768985748291,2.609679937362671,1266,1,U,\N,airport,OurAirports,ru
12106,Канди аэропорт,Канди,Бенин,KDC,DBBK,11.14479,2.940381,951,1,U,\N,airport,OurAirports,ru
12109,Сокоде аэропорт,Сокоде,Того,\N,DXSK,8.994275,1.153004,1214,0,U,\N,airport,OurAirports,ru
12110,Аэропорт Сансанне-Манго,манго,Того,\N,DXMG,10.373010635375977,0.47138214111328125,460,0,U,\N,airport,OurAirports,ru
12133,Аэропорт Арнбрук,Арнбрук,Германия,\N,EDNB,49.12472152709961,12.985555648803711,1716,1,U,\N,airport,OurAirports,ru
12163,Жакарепагуа - Аэропорт Роберто Маринью,Рио-де-Жанейро,Бразилия,\N,SBJR,-22.987499,-43.369999,10,-3,S,\N,airport,OurAirports,ru
12165,Хакаритама аэропорт,Агуачика,Колумбия,\N,SKAG,8.247,-73.5814,545,-5,N,\N,airport,OurAirports,ru
12172,Аэропорт Германсбург,Германсбург,Австралия,HMG,YHMB,-23.93000030517578,132.80499267578125,593,9.5,N,\N,airport,OurAirports,ru
12182,Аэропорт Маунт-Дэвис,Пипалятжара,Австралия,\N,YMDV,-26.16670036315918,129.13299560546875,0,9.5,O,\N,airport,OurAirports,ru
12183,Аэропорт Арейонга,Арейонга,Австралия,\N,YARN,-24.066699981689453,132.26699829101562,0,9.5,N,\N,airport,OurAirports,ru
12185,Муниципальный аэропорт Трейси,Трейси,Соединенные Штаты,\N,KTCY,37.68899917602539,-121.44200134277344,193,-8,A,\N,airport,OurAirports,ru
12217,Аэропорт Маунт Аллан,Юэламу,Австралия,\N,YMNA,-22.274999618530273,132.2169952392578,0,9.5,N,\N,airport,OurAirports,ru
12218,Аэропорт Эверард Парк,Мимили,Австралия,\N,YEVP,-27.016700744628906,132.7169952392578,0,9.5,O,\N,airport,OurAirports,ru
12219,Аэропорт Варрабри,Али-Курунг,Австралия,\N,YWBI,-21,134.39700317382812,383,9.5,N,\N,airport,OurAirports,ru
12310,Крефельд-Эгельсберг аэропорт,Крефельд,Германия,\N,EDLK,51.3849983215332,6.587778091430664,141,1,U,\N,airport,OurAirports,ru
12311,Аэропорт Байдоа,Байдоа,Сомали,BIB,HCMB,3.102220058441162,43.62860107421875,1820,3,U,\N,airport,OurAirports,ru
12340,Ампилаватья аэропорт,Ампилаватья,Австралия,\N,YAMJ,-21.655000686645508,135.22999572753906,0,9.5,N,\N,airport,OurAirports,ru
12360,Кингс Крик аэропорт,Петерманн,Австралия,KCS,YKCS,-24.42329978942871,131.8350067138672,615,9.5,N,\N,airport,OurAirports,ru
12361,Аэропорт Хартс Рэндж,Хартс Диапазон,Австралия,\N,YHTS,-22.985000610351562,134.91799926757812,0,9.5,N,\N,airport,OurAirports,ru
12391,Эллиотт аэропорт,Эллиотт,Австралия,\N,YELL,-17.527429580688477,133.52989196777344,0,9.5,N,\N,airport,OurAirports,ru
12392,Папунья аэропорт,Папуня,Австралия,\N,YPAY,-23.246700286865234,131.9029998779297,620,9.5,N,\N,airport,OurAirports,ru
12444,Аэропорт Фрегон,Фрегон,Австралия,\N,YFRG,-26.774999618530273,132.01699829101562,528,9.5,O,\N,airport,OurAirports,ru
12445,Аэропорт Маунт Либих,Гора Либих,Австралия,\N,YLBG,-23.24329948425293,131.25999450683594,0,9.5,N,\N,airport,OurAirports,ru
12469,Болтон Филд,Колумбус,Соединенные Штаты,\N,KTZR,39.90119934082031,-83.13690185546875,905,4,A,\N,airport,OurAirports,ru
12470,Бальтрум аэропорт,Бальтрум,Германия,BMR,EDWZ,53.72472381591797,7.373332977294922,7,1,E,\N,airport,OurAirports,ru
12528,Региональный аэропорт Скагит,Скагит,Соединенные Штаты,MVW,KBVS,48.4709014893,-122.42099762,144,-8,A,\N,airport,OurAirports,ru
12618,Аэропорт Гундивинди,Гундивинди,Австралия,GOO,YGDI,-28.521400451660156,150.32000732421875,714,10,O,\N,airport,OurAirports,ru
12619,Аэродром Лиман,Одесса,Украина,\N,UKOE,46.57851,30.703053,0,2,E,\N,airport,OurAirports,ru
12640,Аэропорт Логнес-Эмеренвиль,Логн,Франция,\N,LFPL,48.821028,2.625967,359,1,E,\N,airport,OurAirports,ru
12672,Браун Филд округа Мэрион,Джаспер,Соединенные Штаты,APT,KAPT,35.060699,-85.585297,641,-5,A,\N,airport,OurAirports,ru
12673,Региональный аэропорт Эвергрин / Миддлтон Филд,Эвергрин,Соединенные Штаты,\N,KGZH,31.4158,-87.043999,259,-6,A,\N,airport,OurAirports,ru
12675,Региональный аэропорт Прайор Филд,Декейтер,Соединенные Штаты,DCU,KDCU,34.652698516799994,-86.94539642330001,592,-6,A,\N,airport,OurAirports,ru
12676,Муниципальный аэропорт Глазго,Глазго,Соединенные Штаты,GLW,KGLW,37.03179932,-85.9536972,716,-6,A,\N,airport,OurAirports,ru
12796,Дэниелсон аэропорт,Дэниелсон,Соединенные Штаты,\N,KLZD,41.819698333740234,-71.9010009765625,238,-5,A,\N,airport,OurAirports,ru
12844,Аэропорт Докер Ривер,Река Докер,Австралия,DKV,YDVR,-24.860000610351562,129.07000732421875,589,9.5,N,\N,airport,OurAirports,ru
12856,Клирфилд Лоуренс аэропорт,Клирфилд,Соединенные Штаты,\N,KFIG,41.04859924316406,-78.41310119628906,1516,-5,A,\N,airport,OurAirports,ru
12873,Аэропорт округа Джаспер,Ренсселер,Соединенные Штаты,RNZ,KRZL,40.9478988647,-87.1826019287,698,-5,A,\N,airport,OurAirports,ru
12918,Аэропорт Ти Три,Ти Дерево,Австралия,\N,YTIT,-22.13170051574707,133.4199981689453,0,9.5,N,\N,airport,OurAirports,ru
12919,Международный аэропорт Сабетта,Сабетта,Россия,SBT,USDA,71.219167,72.052222,46,5,N,\N,airport,OurAirports,ru
12921,Alxa Left Banner Аэропорт Баянхот,Левое знамя Алькса,Китай,AXF,ZBAL,38.74831,105.58858,4560,8,N,\N,airport,OurAirports,ru
12931,Эль Фуэнтеро аэропорт,Свенборг,Дания,\N,SVFT,7.099999904632568,-69.58333587646484,420,1,E,\N,airport,OurAirports,ru
12941,Аэродром Стергейт,Эгер,Венгрия,\N,EGCS,53.381099700927734,-0.6852779984474182,58,1,E,\N,airport,OurAirports,ru
12945,Аэропорт Симбери,Остров Симбери,Папуа-Новая Гвинея,NIS,AYSE,-2.66222222222,151.997777778,10,10,N,\N,airport,OurAirports,ru
12946,Булоло аэропорт,Булоло,Папуа-Новая Гвинея,BUL,AYBU,-7.216286671410001,146.649541855,2240,10,N,\N,airport,OurAirports,ru
12948,Кинторе аэропорт,Кинторе,Австралия,\N,YKNT,-23.264999389648438,129.38699340820312,0,9.5,N,\N,airport,OurAirports,ru
12950,Аэропорт Стейтсборо Буллок Каунти,Стейтсборо,Соединенные Штаты,TBR,KTBR,32.4827003479,-81.73690032959999,187,-5,A,\N,airport,OurAirports,ru
12951,Аэропорт Утопия,утопия,Австралия,\N,YUTP,-22.05500030517578,134.7899932861328,0,9.5,N,\N,airport,OurAirports,ru
12957,Аэропорт Нюррипи,Ньиррипи,Австралия,\N,YNRR,-22.645299911499023,130.56500244140625,0,9.5,N,\N,airport,OurAirports,ru
12958,Аэропорт Амата,Амата,Австралия,AMT,YAMT,-26.108299255371094,131.20700073242188,695,9.5,O,\N,airport,OurAirports,ru
12961,Вертодром ледниковой страны,Франц Йозеф,Новая Зеландия,\N,NZGH,-43.38722,170.18,457,13,Z,\N,airport,OurAirports,ru
12979,Эрльдунда аэропорт,Эрльдунда,Австралия,EDD,YERL,-25.205799102800004,133.253997803,0,9.5,N,\N,airport,OurAirports,ru
12980,Хелисул I Вертодром,Фос-ду-Игуасу,Бразилия,\N,SSHH,-25.604167938232422,-54.49361038208008,732,-3,S,\N,airport,OurAirports,ru
12984,Финке аэропорт,Финке,Австралия,FIK,YFNE,-25.5946998596,134.582992554,0,9.5,N,\N,airport,OurAirports,ru
12987,Региональный аэропорт Умберто Гиззо Бортолуцци,Ягуаруна,Бразилия,JJG,SBJA,-28.6753,-49.0596,120,-3,S,\N,airport,OurAirports,ru
13004,Аэропорт Нипари,Родина Ангатжи,Австралия,\N,YNYP,-26.200000762939453,130.23300170898438,0,9.5,O,\N,airport,OurAirports,ru
13006,Аэродром Ихтиман,Ихтиман,Болгария,\N,LBHT,42.42189,23.767221,2113,2,E,\N,airport,OurAirports,ru
13009,Аэропорт Фогтаройт,Фогтаройт,Германия,\N,EDNV,47.946109771728516,12.20472240447998,1535,1,E,\N,airport,OurAirports,ru
13011,[Дубликат] Иллертиссен см. EDMI — местоположение ED-0425 перенесено в сторону,Не указан,Новая Зеландия,\N,XXXX,89.5,0.0001,0,0,U,\N,airport,OurAirports,ru
13016,Муниципальный аэропорт Нью-Смирна-Бич,Нью-Смирна-Бич,Соединенные Штаты,\N,KEVB,29.055700302124023,-80.94889831542969,10,-5,A,\N,airport,OurAirports,ru
13018,Вертодром «Лас-Вегас Вертолеты»,Лас-Вегас,Соединенные Штаты,\N,NV03,36.10810089111328,-115.17400360107422,2133,-8,A,\N,airport,OurAirports,ru
13019,Дельта Кэмп аэропорт,Дельта-лагерь,Ботсвана,\N,FBDT,-19.5323,23.0925,3140,2,N,\N,airport,OurAirports,ru
